text,topic
Ethiopia's Letesenbet Gidey smashes women's half-marathon world record,Sports
Ben Stokes is coming to Australia with England for the Ashes — and he's out to 'send shivers up local spines' - ABC News,Sports
Rangers on top of Scottish league Spanish midfielder Nacho Novo led Glasgow Rangers to the top of the Scottish Premier League with two goals in a 3-2 beating of Hearts on Sunday as defending champion Celtic was held to a 2-2 tie with last-place Dundee.,Sports
"Ace's gritty performance won't soon be forgotten Sixteen hours later, it seemed even more remarkable than when it was actually unfolding. Curt Schilling's gritty performance in Tuesday's 4-2 win in Game 6 over the Yankees, pitching with a dislocated tendon that was sutured to his skin, is already being spoken in the same breath as some of the historic postseason feats involving injured stars. ...",Sports
“Dhoni not this match please”: Pakistan fan makes hilarious plea before India vs Pakistan,Sports
NBA Wrap: Magic Stun New Grizzlies Coach Fratello  NEW YORK (Reuters) - Grant Hill posted 23 points and seven  assists to hand Mike Fratello his first defeat as team coach as  the Orlando Magic downed the Memphis Grizzlies 96-91 Saturday.,Sports
Man Utd ‘only club’ for Conte as ‘initial contact’ made,Sports
Keane strikes gives Ireland victory over Croatia DUBLIN: Ireland #39;s all-time leading scorer Robbie Keane struck the only goal in a 1-0 victory over Croatia in an international soccer friendly on Wednesday.,Sports
Miller wins giant slalom BODE Miller won his fifth victory of the World Cup season in a giant slalom here today after the three men ahead of him all faltered.,Sports
"Florida Coach Zook Admits Confrontation (AP) AP - Florida coach Ron Zook acknowledged Wednesday that he confronted several fraternity members after a fight between them and three of his players last month, and athletic director Jeremy Foley called Zook's behavior ""unacceptable.""",Sports
"Ochoa comes from behind to win Wachovia LPGA Classic Kutztown, PA (Sports Network) - Lorena Ochoa fired a seven-under 65 on Sunday to come from behind and win the Wachovia LPGA Classic.",Sports
"Astros look to pull in even in Game 2 ST. LOUIS (Ticker) -- Fresh off a convincing win in Game One of the National League Championship Series, the St. Louis Cardinals will try to use another favorable pitching matchup Thursday when they meet the Houston Astros in Game Two.",Sports
"Heikki Kovalainen looses ground in Estoril The Finnish driver has had a disappointing weekend in Estoril: he finished 13th and 3rd However, he keeps the lead in the championship.",Sports
Springboks targets scrum THE South Africans have called the Wallabies scrum cheats as a fresh round of verbal warfare opened in the Republic last night. ,Sports
"New Napoli club to play in third division A new Naples football club, formed to replace the bankrupt team of the Italian city, has been handed a place in the country #39;s third division.",Sports
Inside Lines: Athens brings out the Games #39; feminine side Have you noticed how women are beginning to dominate these Olympics? A week ago it was Gianna Angelopoulos-Daskalaki who was a star of the show at the opening ceremony.,Sports
"Rep Ireland 3, Cyprus 0 and then dedicated his feat to the memory of his late father. Keane scored the third goal in Ireland #39;s 3-0 victory over Cyprus as manager Brian ",Sports
BRIDGE HANDED ENGLAND CHANCE Chelsea defender Wayne Bridge will tonight be handed the chance to stake his claim as the long-term solution to Englands left-sided midfield conundrum.,Sports
Max Verstappen wins F1 US GP to extend title lead over Lewis Hamilton,Sports
"Canucks' Bertuzzi Plays in Charity Game (AP) AP - Vancouver Canucks forward Todd Bertuzzi returned to the ice Sunday for the first time since being suspended for attacking Colorado's Steve Moore, playing in a charity game that included more than 30 locked out NHL players.",Sports
OCTOBER DEADLINE FOR BRITISH GP The British Racing Drivers Club have set a deadline of the end of October to save the British Grand Prix. The Silverstone race is on the provisional calendar but the BRDC are still to agree staging rights with F1 supremo Bernie Ecclestone.,Sports
"Hamilton #39;s gold medal safe Tyler Hamilton will keep his title as an Olympics cycling champion, but he faces an uphill climb to restore his reputation and avoid a ban from his sport.",Sports
"British Considering Protest of Peirsol #39;s Gold Medal Victory ATHENS, Aug. 20 -- The British Olympic Association is considering whether to bring its protest of an American swimmer #39;s gold medal-winning performance before an international arbitration panel, potentially keeping alive a fiasco that ...",Sports
Ferdinand:  quot;We #39;re in It Together quot; Rio Ferdinand has rejected Sir Alex Fergusons theory that Manchester United are finding the Barclays Premiership too mundane - and told his team-mates they must all shoulder responsibility ,Sports
Ankle sprain downs forward Houston - Kenyon Martin and Marcus Camby were dunking. Nuggets guard Andre Miller was leading the fast break and nailing jumpers. The Houston Rockets were getting soundly beaten.,Sports
"Red Bull were “quicker on all tyres” in Austin heat, says Hamilton | 2021 United States Grand Prix",Sports
Max Verstappen proved Red Bull chief Christian Horner wrong in beating Lewis Hamilton,Sports
T20 World Cup: Hardik Pandya's shoulder injury 'not serious' but team management will 'wait and watch' - Times of India,Sports
Russians deny interest in Everton Russian timber tycoon Boris Zingarevich #39;s company denied on Monday reports that he or his 23-year-old son was bidding for Premier League club Everton.,Sports
Solberg digs deep to claim victory in Wales WORLD champion Petter Solberg admitted he needed all his reserves of speed to complete a hat-trick of Wales Rally GB wins. The Norwegian stole victory from world championship leader Sebastien Loeb with a brave ,Sports
"Clement surprise leader at Madrid Open, Montgomerie four back Switzerland #39;s Julien Clement is the surprise leader of the Madrid Open golf tournament after carding a 7-under-par 64 on Thursday.",Sports
Rooney #39;s ready for Wales - Eriksson LONDON: England manager Sven-Goran Eriksson is counting on teenager Wayne Rooney to strike fear into Wales when they meet in next weekend #39;s World Cup qualifier.,Sports
"NFL Wrap: Steelers End Bills' Playoff Hopes  ORCHARD PARK, N.Y. (Sports Network) - Jeff Reed kicked five  field goals and James Harrison returned a fumble for a  touchdown, as the Pittsburgh Steelers completed the best season  in franchise history and knocked the Buffalo Bills out of  playoff contention with a 29-24 victory at Ralph Wilson  Stadium.",Sports
Gatlin Turns Sprinting Into Art  ATHENS (Reuters) - Justin Gatlin always wanted to make his  mark on the world. But as a teenager the new Olympic 100 meters  champion believed fame would come through art not sprinting.,Sports
F1 supremo Ecclestone abandons all hope for British Grand Prix LONDON: Formula One supremo Bernie Ecclestone insisted on Friday that the British Grand Prix has no chance whatsoever of making it back on to the 2005 calendar.,Sports
🚨 Manchester United - Liverpool : les compos officielles !,Sports
"Yanks #39; Rivera Intends to Be Back for ALCS PANAMA CITY, Panama -- A grieving Mariano Rivera returned to Panama after two family members were electrocuted in his pool, but the star reliever intends to be in New York when the Yankees open their playoff series with the Boston Red Sox.",Sports
"West Virginia invited to Gator Bowl again Jacksonville, FL (Sports Network) - It looks like West Virginia will be headed to the Gator Bowl, again. Following consecutive losses that dropped them out of the national rankings, the Mountaineers (8-3, 4 ",Sports
"Connors hopes to continue helping Brits John McEnroe has previously worked with young British players, but the Lawn Tennis Association has now hooked up with another American left-hander with a fiery reputation.",Sports
"Morgan magic It may go down as one of the most innovative, quick-fix medical procedures in the history of postseason baseball, and it may have been possible only because the doctor who brainstormed the breakthrough first tested his technique on human cadaver legs.",Sports
"Tennessee safety Johnson suspended for firing gun near campus Brandon Johnson, a starting safety with the University of Tennessee football team, was suspended indefinitely because he fired a gun into the air near campus.",Sports
"Battle for Supremacy or a circus act? What a night for a heavyweight showdown, what a night for boxing, and what a night for your average outspoken, crazy-eyed, biker-looking foul-mouthed trainer.",Sports
"Virginia 78, No. 10 Arizona 60 Just two games into his college career, Sean Singletary has helped Virginia beat the nation #39;s No. 10 team and created a buzz at University Hall.",Sports
Next Manchester United manager: 4 replacement options if Solskjaer is sacked,Sports
"Arsenal win thriller, equal Notts record LONDON, AUGUST 22: Arsenal equalled Nottingham Forests 42-match unbeaten league record in heart-stopping style on Sunday when the Premier League champions roared back from 1-3 down to beat Middlesbrough 5-3 at Highbury.",Sports
